Time: 5155, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 12, 
Time: 5767, Behaviour: 1, Fault: 2, n/a, 2 , DIAGNOSED ,Time Taken, 11, 
Time: 6378, Behaviour: 1, Fault: 2, 99.4633, 2 , CLASSIFIED ,
Time: 6982, Behaviour: 1, Fault: 4, n/a, 4 , DIAGNOSED ,Time Taken, 116, 
Time: 9052, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 12, ELLIGIBLE
Time: 9693, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 47, ELLIGIBLE
Time: 10340, Behaviour: 1, Fault: 2, 87.4418, 2 , CLASSIFIED ,
Time: 11619, Behaviour: 1, Fault: 6, n/a, 3 , DIAGNOSED ,Time Taken, 13, 
Time: 12430, Behaviour: 1, Fault: 2, 99.4585, 2 , CLASSIFIED ,
Time: 13527, Behaviour: 1, Fault: 5, 100, 4 , CLASSIFIED ,
Time: 14130, Behaviour: 1, Fault: 5, 99.8335, 99.8335, 4 , CLASSIFIED ,
Time: 14742, Behaviour: 1, Fault: 1, 92.5722, 1 , CLASSIFIED ,
Time: 15802, Behaviour: 3, Fault: 4, n/a, 4 , DIAGNOSED ,Time Taken, 116, ELLIGIBLE
Time: 16518, Behaviour: 3, Fault: 1, 70.5781, 1 , CLASSIFIED ,
Time: 17121, Behaviour: 3, Fault: 1, 67.424, 1 , CLASSIFIED ,
Time: 19379, Behaviour: 3, Fault: 6, 89.9831, 3 , CLASSIFIED ,
Time: 22516, Behaviour: 3, Fault: 6, 73.8699, 3 , CLASSIFIED ,
Time: 23118, Behaviour: 3, Fault: 3, 87.431, 3 , CLASSIFIED ,
Time: 23720, Behaviour: 3, Fault: 3, 90.0636, 3 , CLASSIFIED ,
Time: 30686, Behaviour: 2, Fault: 4, 97.7583, 4 , CLASSIFIED ,
Time: 31287, Behaviour: 2, Fault: 2, 75.6603, 2 , CLASSIFIED ,
Time: 31889, Behaviour: 2, Fault: 2, 86.6519, 2 , CLASSIFIED ,
Time: 32726, Behaviour: 2, Fault: 4, 87.4487, 4 , CLASSIFIED ,
