Time: 825, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 13, 
Time: 1547, Behaviour: 2, Fault: 6, n/a, 3 , DIAGNOSED ,Time Taken, 14, 
Time: 2161, Behaviour: 2, Fault: 3, 77.8739, 3 , CLASSIFIED ,
Time: 2763, Behaviour: 2, Fault: 3, 99.3178, 3 , CLASSIFIED ,
Time: 3366, Behaviour: 2, Fault: 2, n/a, 2 , DIAGNOSED ,Time Taken, 11, 
Time: 3977, Behaviour: 2, Fault: 3, 98.1424, 3 , CLASSIFIED ,
Time: 5311, Behaviour: 1, Fault: 6, 99.486, 3 , CLASSIFIED ,
Time: 5915, Behaviour: 1, Fault: 4, n/a, 4 , DIAGNOSED ,Time Taken, 116, 
Time: 6631, Behaviour: 1, Fault: 3, 91.9461, 3 , CLASSIFIED ,
Time: 7730, Behaviour: 1, Fault: 2, 67.2184, 2 , CLASSIFIED ,
Time: 8342, Behaviour: 1, Fault: 1, 100, 1 , CLASSIFIED ,
Time: 8944, Behaviour: 1, Fault: 2, 82.9646, 2 , CLASSIFIED ,
Time: 9643, Behaviour: 1, Fault: 5, 100, 4 , CLASSIFIED ,
Time: 10244, Behaviour: 1, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 11329, Behaviour: 1, Fault: 3, 68.313, 68.313, 3 , CLASSIFIED ,
Time: 11931, Behaviour: 1, Fault: 2, 98.9247, 2 , CLASSIFIED ,
Time: 12535, Behaviour: 1, Fault: 4, 99.8335, 99.8335, 4 , CLASSIFIED ,
Time: 13205, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 12, ELLIGIBLE
Time: 14070, Behaviour: 1, Fault: 3, 100, 100, 3 , CLASSIFIED ,
Time: 14891, Behaviour: 1, Fault: 4, 99.8335, 99.8335, 4 , CLASSIFIED ,
Time: 15492, Behaviour: 3, Fault: 3, 94.1112, 3 , CLASSIFIED ,
Time: 18111, Behaviour: 3, Fault: 6, 83.5736, 3 , CLASSIFIED ,
Time: 18816, Behaviour: 3, Fault: 6, 88.8096, 3 , CLASSIFIED ,
Time: 19418, Behaviour: 3, Fault: 2, 87.6307, 2 , CLASSIFIED ,
Time: 20027, Behaviour: 3, Fault: 4, n/a, 4 , DIAGNOSED ,Time Taken, 131, ELLIGIBLE
Time: 21495, Behaviour: 3, Fault: 6, 98.4778, 3 , CLASSIFIED ,
Time: 25970, Behaviour: 1, Fault: 6, n/a, 3 , DIAGNOSED ,Time Taken, 69, ELLIGIBLE
Time: 26835, Behaviour: 1, Fault: 5, 99.8335, 4 , CLASSIFIED ,
Time: 27439, Behaviour: 1, Fault: 4, 99.8335, 4 , CLASSIFIED ,
Time: 28093, Behaviour: 1, Fault: 4, 100, 4 , CLASSIFIED ,
Time: 28907, Behaviour: 1, Fault: 3, 100, 100, 3 , CLASSIFIED ,
Time: 29520, Behaviour: 1, Fault: 6, 82.6088, 3 , CLASSIFIED ,
Time: 30232, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 12, ELLIGIBLE
Time: 30963, Behaviour: 2, Fault: 6, 79.6517, 3 , CLASSIFIED ,
Time: 31566, Behaviour: 2, Fault: 3, 93.8212, 3 , CLASSIFIED ,
Time: 32180, Behaviour: 2, Fault: 4, 86.1892, 4 , CLASSIFIED ,
Time: 32926, Behaviour: 2, Fault: 6, 80.6461, 3 , CLASSIFIED ,
Total Faults, 37, Elligible Total, 33, DiagTot, 8, Elligible DiagTot, 4, FailTot, 0, MemoryTot, 29, %Memory,0.878788, %Failure,0
Time: 673, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 12, 
Time: 1285, Behaviour: 2, Fault: 3, n/a, 3 , DIAGNOSED ,Time Taken, 13, 
Time: 1898, Behaviour: 2, Fault: 3, 75.2554, 3 , CLASSIFIED ,
Time: 2502, Behaviour: 2, Fault: 4, n/a, 4 , DIAGNOSED ,Time Taken, 123, 
Time: 3225, Behaviour: 2, Fault: 3, 88.1823, 3 , CLASSIFIED ,
Time: 3972, Behaviour: 2, Fault: 6, 67.5964, 3 , CLASSIFIED ,
Time: 5129, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 12, ELLIGIBLE
Time: 6352, Behaviour: 1, Fault: 2, n/a, 2 , DIAGNOSED ,Time Taken, 11, 
Time: 7397, Behaviour: 1, Fault: 6, 98.2988, 3 , CLASSIFIED ,
Time: 7999, Behaviour: 1, Fault: 2, 81.0117, 2 , CLASSIFIED ,
Time: 8659, Behaviour: 1, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 9609, Behaviour: 1, Fault: 5, n/a, 5 , DIAGNOSED ,Time Taken, 164, 
Time: 11247, Behaviour: 1, Fault: 6, n/a, 3 , DIAGNOSED ,Time Taken, 14, ELLIGIBLE
Time: 11863, Behaviour: 1, Fault: 5, 99.8335, 5 , CLASSIFIED ,
Time: 12630, Behaviour: 1, Fault: 5, 99.8335, 5 , CLASSIFIED ,
Time: 13231, Behaviour: 1, Fault: 3, 94.9523, 3 , CLASSIFIED ,
Time: 13846, Behaviour: 1, Fault: 4, 99.8335, 5 , CLASSIFIED ,
Time: 14801, Behaviour: 1, Fault: 6, 89.4585, 3 , CLASSIFIED ,
Time: 15847, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,Time Taken, 12, ELLIGIBLE
Time: 16459, Behaviour: 3, Fault: 2, 86.2304, 2 , CLASSIFIED ,
Time: 17222, Behaviour: 3, Fault: 4, 75.9322, 4 , CLASSIFIED ,
Time: 18207, Behaviour: 3, Fault: 1, 99.5565, 1 , CLASSIFIED ,
Time: 18810, Behaviour: 3, Fault: 2, 87.3849, 2 , CLASSIFIED ,
Time: 19430, Behaviour: 3, Fault: 2, 86.3661, 2 , CLASSIFIED ,
Time: 20032, Behaviour: 3, Fault: 2, 92.7147, 2 , CLASSIFIED ,
Time: 20634, Behaviour: 3, Fault: 3, 73.8669, 3 , CLASSIFIED ,
Time: 21237, Behaviour: 3, Fault: 2, 83.1725, 2 , CLASSIFIED ,
Time: 21841, Behaviour: 3, Fault: 2, 90.5557, 2 , CLASSIFIED ,
Time: 22471, Behaviour: 3, Fault: 4, 70.9732, 4 , CLASSIFIED ,
Time: 23072, Behaviour: 3, Fault: 2, 88.7158, 2 , CLASSIFIED ,
Time: 24077, Behaviour: 3, Fault: 1, 99.5565, 1 , CLASSIFIED ,
Time: 24679, Behaviour: 3, Fault: 3, 91.3363, 3 , CLASSIFIED ,
Time: 25542, Behaviour: 1, Fault: 1, 79.5395, 1 , CLASSIFIED ,
Time: 27246, Behaviour: 1, Fault: 4, 99.6667, 5 , CLASSIFIED ,
Time: 27879, Behaviour: 1, Fault: 4, 98.1778, 5 , CLASSIFIED ,
Time: 28603, Behaviour: 1, Fault: 6, 84.3019, 3 , CLASSIFIED ,
Time: 29414, Behaviour: 1, Fault: 1, 84.5154, 1 , CLASSIFIED ,
Time: 30456, Behaviour: 2, Fault: 4, 83.946, 4 , CLASSIFIED ,
Time: 31058, Behaviour: 2, Fault: 2, 90.4394, 2 , CLASSIFIED ,
