Time: 654, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 2094, Behaviour: 2, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 3129, Behaviour: 2, Fault: 6, 70.4778, 3 , CLASSIFIED ,
Time: 3731, Behaviour: 2, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 4582, Behaviour: 2, Fault: 1, 99.5565, 1 , CLASSIFIED ,
Time: 5250, Behaviour: 1, Fault: 6, 67.9328, 3 , CLASSIFIED ,
Time: 6120, Behaviour: 1, Fault: 5, n/a, 5 , DIAGNOSED ,
Time: 7227, Behaviour: 1, Fault: 3, n/a, 3 , DIAGNOSED ,
Time: 7855, Behaviour: 1, Fault: 1, 70.8656, FAILURE 3, n/a, 1 , DIAGNOSED ,
Time: 9227, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 10071, Behaviour: 1, Fault: 5, 99.1668, 5 , CLASSIFIED ,
Time: 10673, Behaviour: 1, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 11311, Behaviour: 1, Fault: 1, 100, 1 , CLASSIFIED ,
Time: 11915, Behaviour: 1, Fault: 4, 99.6672, 5 , CLASSIFIED ,
Time: 13146, Behaviour: 1, Fault: 6, n/a, 6 , DIAGNOSED ,
Time: 14781, Behaviour: 1, Fault: 6, 68.6802, 3 , CLASSIFIED ,
Time: 15383, Behaviour: 3, Fault: 3, 78.3716, 3 , CLASSIFIED ,
Time: 16448, Behaviour: 3, Fault: 4, 77.2588, 4 , CLASSIFIED ,
Time: 17050, Behaviour: 3, Fault: 3, 95.8033, 3 , CLASSIFIED ,
Time: 17652, Behaviour: 3, Fault: 3, 90.4588, 3 , CLASSIFIED ,
Time: 19086, Behaviour: 3, Fault: 6, 92.0539, 3 , CLASSIFIED ,
Time: 19688, Behaviour: 3, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 21778, Behaviour: 3, Fault: 6, 79.9957, 3 , CLASSIFIED ,
Time: 22549, Behaviour: 3, Fault: 1, 87.8934, 1 , CLASSIFIED ,
Time: 23261, Behaviour: 3, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 23874, Behaviour: 3, Fault: 2, 85.4864, 2 , CLASSIFIED ,
Time: 24934, Behaviour: 3, Fault: 4, 88.4337, 4 , CLASSIFIED ,
Time: 26034, Behaviour: 1, Fault: 1, 81.0546, 1 , CLASSIFIED ,
Time: 26663, Behaviour: 1, Fault: 2, 77.9745, 2 , CLASSIFIED ,
Time: 27519, Behaviour: 1, Fault: 3, 99.486, 3 , CLASSIFIED ,
Time: 28121, Behaviour: 1, Fault: 3, 92.5003, 3 , CLASSIFIED ,
Time: 28759, Behaviour: 1, Fault: 2, 97.8796, 2 , CLASSIFIED ,
Time: 30294, Behaviour: 2, Fault: 6, 90.4762, 3 , CLASSIFIED ,
Time: 30896, Behaviour: 2, Fault: 3, 96.833, 3 , CLASSIFIED ,
