Time: 6122, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 6734, Behaviour: 1, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 7347, Behaviour: 1, Fault: 3, 91.5156, 3 , CLASSIFIED ,
Time: 7951, Behaviour: 1, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 8669, Behaviour: 1, Fault: 5, 99.5001, 4 , CLASSIFIED ,
Time: 9372, Behaviour: 1, Fault: 4, 99.3339, 4 , CLASSIFIED ,
Time: 9973, Behaviour: 1, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 10995, Behaviour: 1, Fault: 4, 99.6667, 4 , CLASSIFIED ,
Time: 12838, Behaviour: 1, Fault: 3, 68.313, 3 , CLASSIFIED ,
Time: 13811, Behaviour: 1, Fault: 3, 89.253, 3 , CLASSIFIED ,
Time: 14416, Behaviour: 1, Fault: 4, 99.8335, 99.8335, 4 , CLASSIFIED ,
Time: 15102, Behaviour: 3, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 15942, Behaviour: 3, Fault: 4, 96.0879, 4 , CLASSIFIED ,
Time: 16571, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 17468, Behaviour: 3, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 18618, Behaviour: 3, Fault: 4, 73.8442, 4 , CLASSIFIED ,
Time: 19219, Behaviour: 3, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 19893, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 20656, Behaviour: 3, Fault: 4, 97.7583, 4 , CLASSIFIED ,
Time: 21442, Behaviour: 3, Fault: 1, 83.5731, 1 , CLASSIFIED ,
Time: 22045, Behaviour: 3, Fault: 2, 80.72, 2 , CLASSIFIED ,
Time: 24114, Behaviour: 3, Fault: 1, 99.7783, 1 , CLASSIFIED ,
Time: 24716, Behaviour: 3, Fault: 3, 75.8863, 3 , CLASSIFIED ,
Time: 25536, Behaviour: 1, Fault: 1, 99.4866, 1 , CLASSIFIED ,
Time: 26169, Behaviour: 1, Fault: 1, 99.7783, 1 , CLASSIFIED ,
Time: 26773, Behaviour: 1, Fault: 4, 100, 4 , CLASSIFIED ,
Time: 27625, Behaviour: 1, Fault: 2, 77.9995, 2 , CLASSIFIED ,
Time: 28227, Behaviour: 1, Fault: 2, 98.9247, 2 , CLASSIFIED ,
Time: 29499, Behaviour: 1, Fault: 6, 88.0233, 3 , CLASSIFIED ,
Time: 30320, Behaviour: 2, Fault: 6, n/a, 6 , DIAGNOSED ,
Time: 31362, Behaviour: 2, Fault: 6, 92.8594, 3 , CLASSIFIED ,
Time: 32006, Behaviour: 2, Fault: 1, 100, 1 , CLASSIFIED ,
Time: 33357, Behaviour: 2, Fault: 4, 92.7349, 4 , CLASSIFIED ,
Time: 33958, Behaviour: 2, Fault: 3, 88.5903, 3 , CLASSIFIED ,
Time: 34612, Behaviour: 2, Fault: 2, 93.5412, 2 , CLASSIFIED ,
Time: 35995, Behaviour: 3, Fault: 6, n/a, 3 , DIAGNOSED ,
