Time: 1587, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 2691, Behaviour: 2, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 3304, Behaviour: 2, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 4400, Behaviour: 2, Fault: 1, 82.915, 1 , CLASSIFIED ,
Time: 5002, Behaviour: 1, Fault: 2, 72.0837, 2 , CLASSIFIED ,
Time: 5604, Behaviour: 1, Fault: 3, n/a, 3 , DIAGNOSED ,
Time: 6279, Behaviour: 1, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 6995, Behaviour: 1, Fault: 3, 75.8565, 3 , CLASSIFIED ,
Time: 7597, Behaviour: 1, Fault: 6, 86.636, 3 , CLASSIFIED ,
Time: 8201, Behaviour: 1, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 8919, Behaviour: 1, Fault: 5, 97.501, 4 , CLASSIFIED ,
Time: 10445, Behaviour: 1, Fault: 5, 99.1679, 4 , CLASSIFIED ,
Time: 11396, Behaviour: 1, Fault: 6, 99.3174, 3 , CLASSIFIED ,
Time: 12094, Behaviour: 1, Fault: 2, 98.9285, 2 , CLASSIFIED ,
Time: 13105, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 13763, Behaviour: 1, Fault: 4, 72.5625, 4 , CLASSIFIED ,
Time: 14403, Behaviour: 1, Fault: 6, 93.3044, 3 , CLASSIFIED ,
Time: 15549, Behaviour: 3, Fault: 6, 93.8858, 3 , CLASSIFIED ,
Time: 16151, Behaviour: 3, Fault: 3, 91.9657, 3 , CLASSIFIED ,
Time: 17052, Behaviour: 3, Fault: 1, 97.6933, 1 , CLASSIFIED ,
Time: 17689, Behaviour: 3, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 18839, Behaviour: 3, Fault: 6, 93.3234, 3 , CLASSIFIED ,
Time: 19441, Behaviour: 3, Fault: 2, 92.2936, 2 , CLASSIFIED ,
Time: 20044, Behaviour: 3, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 20646, Behaviour: 3, Fault: 3, 94.4987, 3 , CLASSIFIED ,
Time: 21584, Behaviour: 3, Fault: 6, 86.043, 3 , CLASSIFIED ,
Time: 22186, Behaviour: 3, Fault: 2, 76.6194, 2 , CLASSIFIED ,
Time: 22788, Behaviour: 3, Fault: 2, 91.1332, 2 , CLASSIFIED ,
Time: 23390, Behaviour: 3, Fault: 2, 93.2573, 2 , CLASSIFIED ,
Time: 24165, Behaviour: 3, Fault: 4, 83.4423, 4 , CLASSIFIED ,
Time: 24766, Behaviour: 3, Fault: 2, 88.9663, 2 , CLASSIFIED ,
Time: 25368, Behaviour: 1, Fault: 2, 95.781, 2 , CLASSIFIED ,
Time: 25970, Behaviour: 1, Fault: 3, 84.2179, 3 , CLASSIFIED ,
Time: 26712, Behaviour: 1, Fault: 3, 96.1567, 3 , CLASSIFIED ,
Time: 27377, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 27990, Behaviour: 1, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 28790, Behaviour: 1, Fault: 5, 67.727, FAILURE 3, n/a, 5 , DIAGNOSED ,
Time: 29556, Behaviour: 1, Fault: 5, 99.6672, 5 , CLASSIFIED ,
Time: 30157, Behaviour: 2, Fault: 3, 91.185, 3 , CLASSIFIED ,
Time: 30760, Behaviour: 2, Fault: 2, 92.2936, 2 , CLASSIFIED ,
Time: 31693, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 32305, Behaviour: 2, Fault: 2, 91.4036, 2 , CLASSIFIED ,
Time: 32907, Behaviour: 2, Fault: 2, 94.5604, 2 , CLASSIFIED ,
Time: 33509, Behaviour: 2, Fault: 2, 95.1064, 2 , CLASSIFIED ,
Time: 34130, Behaviour: 2, Fault: 4, 84.8619, 4 , CLASSIFIED ,
Time: 34802, Behaviour: 2, Fault: 6, n/a, 6 , DIAGNOSED ,
Time: 36014, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
