Time: 878, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 1757, Behaviour: 2, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 2569, Behaviour: 2, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 3180, Behaviour: 2, Fault: 3, n/a, 3 , DIAGNOSED ,
Time: 3794, Behaviour: 2, Fault: 2, 77.737, 2 , CLASSIFIED ,
Time: 4628, Behaviour: 2, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 5241, Behaviour: 1, Fault: 3, 99.486, 3 , CLASSIFIED ,
Time: 5845, Behaviour: 1, Fault: 5, n/a, 5 , DIAGNOSED ,
Time: 7058, Behaviour: 1, Fault: 6, 98.8005, 3 , CLASSIFIED ,
Time: 7661, Behaviour: 1, Fault: 5, 98.8335, 5 , CLASSIFIED ,
Time: 8822, Behaviour: 1, Fault: 3, 68.313, 3 , CLASSIFIED ,
Time: 9427, Behaviour: 1, Fault: 4, 99.6672, 5 , CLASSIFIED ,
Time: 10028, Behaviour: 1, Fault: 3, 90.0292, 3 , CLASSIFIED ,
Time: 10630, Behaviour: 1, Fault: 2, 85.4708, 2 , CLASSIFIED ,
Time: 11280, Behaviour: 1, Fault: 1, 71.4286, FAILURE 3, n/a, 1 , DIAGNOSED ,
Time: 12357, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 12974, Behaviour: 1, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 13661, Behaviour: 1, Fault: 4, 100, 5 , CLASSIFIED ,
Time: 14262, Behaviour: 1, Fault: 2, 84.8995, 2 , CLASSIFIED ,
Time: 15031, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 15949, Behaviour: 3, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 16719, Behaviour: 3, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 18325, Behaviour: 3, Fault: 2, 94.0265, 2 , CLASSIFIED ,
Time: 18927, Behaviour: 3, Fault: 2, 88.0312, 2 , CLASSIFIED ,
Time: 19529, Behaviour: 3, Fault: 6, 68.8358, 3 , CLASSIFIED ,
Time: 20449, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 24077, Behaviour: 3, Fault: 1, 99.7783, 1 , CLASSIFIED ,
Time: 24679, Behaviour: 3, Fault: 3, 87.5339, 3 , CLASSIFIED ,
Time: 25564, Behaviour: 1, Fault: 1, 69.7846, 1 , CLASSIFIED ,
Time: 26176, Behaviour: 1, Fault: 5, 97.84, 97.84, 5 , CLASSIFIED ,
Time: 27039, Behaviour: 1, Fault: 6, 89.2703, 3 , CLASSIFIED ,
Time: 28511, Behaviour: 1, Fault: 1, 100, 1 , CLASSIFIED ,
Time: 29113, Behaviour: 1, Fault: 2, 100, 2 , CLASSIFIED ,
