Time: 648, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 2504, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 3129, Behaviour: 2, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 3937, Behaviour: 2, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 4870, Behaviour: 2, Fault: 4, 98.5034, 4 , CLASSIFIED ,
Time: 6103, Behaviour: 1, Fault: 5, n/a, 5 , DIAGNOSED ,
Time: 7005, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 7929, Behaviour: 1, Fault: 5, 97.6688, 5 , CLASSIFIED ,
Time: 8626, Behaviour: 1, Fault: 5, 100, 5 , CLASSIFIED ,
Time: 9249, Behaviour: 1, Fault: 1, 99.7783, 1 , CLASSIFIED ,
Time: 9852, Behaviour: 1, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 10465, Behaviour: 1, Fault: 5, 100, 100, 5 , CLASSIFIED ,
Time: 11202, Behaviour: 1, Fault: 6, 99.6571, 3 , CLASSIFIED ,
Time: 13168, Behaviour: 1, Fault: 5, 99.8335, 99.8335, 99.8335, 5 , CLASSIFIED ,
Time: 14141, Behaviour: 1, Fault: 6, 100, 3 , CLASSIFIED ,
Time: 14744, Behaviour: 1, Fault: 2, 100, 2 , CLASSIFIED ,
Time: 15346, Behaviour: 3, Fault: 3, 99.6579, 99.6579, 3 , CLASSIFIED ,
Time: 15957, Behaviour: 3, Fault: 3, 99.8288, 3 , CLASSIFIED ,
Time: 16560, Behaviour: 3, Fault: 2, 73.6601, 73.6601, 2 , CLASSIFIED ,
Time: 17162, Behaviour: 3, Fault: 2, 91.8595, 2 , CLASSIFIED ,
Time: 17765, Behaviour: 3, Fault: 2, 98.9285, 98.9285, 2 , CLASSIFIED ,
Time: 18491, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 19154, Behaviour: 3, Fault: 4, 70.1239, 4 , CLASSIFIED ,
Time: 19756, Behaviour: 3, Fault: 3, 100, 100, 3 , CLASSIFIED ,
Time: 20757, Behaviour: 3, Fault: 1, 87.1511, 1 , CLASSIFIED ,
Time: 21715, Behaviour: 3, Fault: 1, 68.3086, 1 , CLASSIFIED ,
Time: 22992, Behaviour: 3, Fault: 6, 93.2559, 3 , CLASSIFIED ,
Time: 23635, Behaviour: 3, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 25521, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 26234, Behaviour: 1, Fault: 6, 96.485, 3 , CLASSIFIED ,
Time: 27092, Behaviour: 1, Fault: 6, 75.2029, 3 , CLASSIFIED ,
Time: 27902, Behaviour: 1, Fault: 3, 83.666, 83.666, 3 , CLASSIFIED ,
Time: 28506, Behaviour: 1, Fault: 4, 70.8286, FAILURE 3, 70.8286, FAILURE 3, n/a, 4 , DIAGNOSED ,
Time: 29842, Behaviour: 1, Fault: 4, 99.8335, 4 , CLASSIFIED ,
Time: 30444, Behaviour: 2, Fault: 2, 96.4269, 2 , CLASSIFIED ,
Time: 31056, Behaviour: 2, Fault: 4, 95.4864, 4 , CLASSIFIED ,
Time: 31657, Behaviour: 2, Fault: 3, 95.3127, 3 , CLASSIFIED ,
Time: 32544, Behaviour: 2, Fault: 6, 93.9359, 3 , CLASSIFIED ,
Time: 33146, Behaviour: 2, Fault: 6, 98.6361, 3 , CLASSIFIED ,
Time: 33750, Behaviour: 2, Fault: 4, 100, 4 , CLASSIFIED ,
Time: 34683, Behaviour: 2, Fault: 6, 88.9167, 3 , CLASSIFIED ,
Time: 35301, Behaviour: 3, Fault: 4, 83.666, 4 , CLASSIFIED ,
Time: 35903, Behaviour: 3, Fault: 3, 86.4275, 3 , CLASSIFIED ,
