Time: 764, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 1743, Behaviour: 2, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 2459, Behaviour: 2, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 3070, Behaviour: 2, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 4097, Behaviour: 2, Fault: 4, 87.7883, 4 , CLASSIFIED ,
Time: 4718, Behaviour: 2, Fault: 6, 81.6749, 3 , CLASSIFIED ,
Time: 5320, Behaviour: 1, Fault: 2, 86.4804, 2 , CLASSIFIED ,
Time: 5947, Behaviour: 1, Fault: 4, 80.0047, 4 , CLASSIFIED ,
Time: 6576, Behaviour: 1, Fault: 3, 88.1554, 3 , CLASSIFIED ,
Time: 7406, Behaviour: 1, Fault: 3, 68.313, 3 , CLASSIFIED ,
Time: 8011, Behaviour: 1, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 8727, Behaviour: 1, Fault: 3, 98.2988, 3 , CLASSIFIED ,
Time: 9331, Behaviour: 1, Fault: 5, 99.8335, 4 , CLASSIFIED ,
Time: 10060, Behaviour: 1, Fault: 6, 89.7064, 3 , CLASSIFIED ,
Time: 11948, Behaviour: 1, Fault: 5, 99.6672, 4 , CLASSIFIED ,
Time: 12933, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 14064, Behaviour: 1, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 14714, Behaviour: 1, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 15316, Behaviour: 3, Fault: 2, 92.1117, 2 , CLASSIFIED ,
Time: 16071, Behaviour: 3, Fault: 4, 90.9212, 4 , CLASSIFIED ,
Time: 16752, Behaviour: 3, Fault: 4, 99.1668, 4 , CLASSIFIED ,
Time: 17353, Behaviour: 3, Fault: 3, 98.6409, 98.6409, 3 , CLASSIFIED ,
Time: 17955, Behaviour: 3, Fault: 3, 85.4855, 3 , CLASSIFIED ,
Time: 18596, Behaviour: 3, Fault: 6, 66.2494, FAILURE 4, 66.2494, FAILURE 4, 66.2494, FAILURE 4, n/a, 6 , DIAGNOSED ,
Time: 20745, Behaviour: 3, Fault: 4, 93.2066, 4 , CLASSIFIED ,
Time: 26414, Behaviour: 1, Fault: 6, 99.3174, 99.3174, 3 , CLASSIFIED ,
Time: 27016, Behaviour: 1, Fault: 2, 78.5993, 2 , CLASSIFIED ,
Time: 27618, Behaviour: 1, Fault: 2, 83.2735, 2 , CLASSIFIED ,
Time: 28699, Behaviour: 1, Fault: 5, 99.8335, 4 , CLASSIFIED ,
Time: 29534, Behaviour: 1, Fault: 3, 83.666, 3 , CLASSIFIED ,
Time: 30325, Behaviour: 2, Fault: 1, 71.4286, FAILURE 3, n/a, 1 , DIAGNOSED ,
Time: 30937, Behaviour: 2, Fault: 3, 92.3133, 3 , CLASSIFIED ,
Time: 34527, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 35142, Behaviour: 3, Fault: 3, 92.6076, 3 , CLASSIFIED ,
Time: 35792, Behaviour: 3, Fault: 4, 94.4257, 4 , CLASSIFIED ,
