Time: 10076, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 10692, Behaviour: 1, Fault: 3, n/a, 3 , DIAGNOSED ,
Time: 11384, Behaviour: 1, Fault: 3, 100, 3 , CLASSIFIED ,
Time: 12042, Behaviour: 1, Fault: 3, 100, 100, 3 , CLASSIFIED ,
Time: 12667, Behaviour: 1, Fault: 3, 99.3174, 99.3174, 99.3174, 3 , CLASSIFIED ,
Time: 14064, Behaviour: 1, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 14827, Behaviour: 1, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 15543, Behaviour: 3, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 16155, Behaviour: 3, Fault: 2, 82.0489, 2 , CLASSIFIED ,
Time: 16839, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 17471, Behaviour: 3, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 18309, Behaviour: 3, Fault: 4, 91.685, 4 , CLASSIFIED ,
Time: 19031, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 19649, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 20261, Behaviour: 3, Fault: 3, 94.9976, 3 , CLASSIFIED ,
Time: 21349, Behaviour: 3, Fault: 6, 75.8315, 75.8315, 75.8315, 3 , CLASSIFIED ,
Time: 21953, Behaviour: 3, Fault: 4, 79.369, 4 , CLASSIFIED ,
Time: 22554, Behaviour: 3, Fault: 3, 92.1577, 92.1577, 92.1577, 3 , CLASSIFIED ,
Time: 23156, Behaviour: 3, Fault: 2, 71.6578, 2 , CLASSIFIED ,
Time: 23758, Behaviour: 3, Fault: 2, 88.1165, 2 , CLASSIFIED ,
Time: 24360, Behaviour: 3, Fault: 2, 94.0837, 2 , CLASSIFIED ,
Time: 26030, Behaviour: 1, Fault: 6, 69.9394, 3 , CLASSIFIED ,
Time: 26882, Behaviour: 1, Fault: 2, 90.4534, 2 , CLASSIFIED ,
Time: 27484, Behaviour: 1, Fault: 2, 98.9247, 2 , CLASSIFIED ,
Time: 28211, Behaviour: 1, Fault: 2, 100, 2 , CLASSIFIED ,
Time: 28815, Behaviour: 1, Fault: 5, n/a, 5 , DIAGNOSED ,
Time: 29582, Behaviour: 1, Fault: 5, 99.6672, 5 , CLASSIFIED ,
Time: 30404, Behaviour: 2, Fault: 6, 93.9577, 3 , CLASSIFIED ,
Time: 31006, Behaviour: 2, Fault: 2, 88.6733, 2 , CLASSIFIED ,
Time: 31711, Behaviour: 2, Fault: 4, 80.9981, 4 , CLASSIFIED ,
Time: 32313, Behaviour: 2, Fault: 2, 91.1154, 2 , CLASSIFIED ,
Time: 33215, Behaviour: 2, Fault: 4, 99.8128, 4 , CLASSIFIED ,
Time: 33958, Behaviour: 2, Fault: 4, 99.6262, 4 , CLASSIFIED ,
Time: 34563, Behaviour: 2, Fault: 3, 83.7326, 3 , CLASSIFIED ,
Time: 35367, Behaviour: 3, Fault: 4, 99.4401, 4 , CLASSIFIED ,
