Time: 873, Behaviour: 2, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 1485, Behaviour: 2, Fault: 2, n/a, 2 , DIAGNOSED ,
Time: 2111, Behaviour: 2, Fault: 2, 74.0113, 2 , CLASSIFIED ,
Time: 2713, Behaviour: 2, Fault: 6, n/a, 3 , DIAGNOSED ,
Time: 3326, Behaviour: 2, Fault: 2, 98.9285, 2 , CLASSIFIED ,
Time: 4356, Behaviour: 2, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 5099, Behaviour: 1, Fault: 3, 79.2907, 3 , CLASSIFIED ,
Time: 5702, Behaviour: 1, Fault: 2, 98.9285, 98.9285, 2 , CLASSIFIED ,
Time: 6354, Behaviour: 1, Fault: 2, 98.9247, 98.9247, 98.9247, 2 , CLASSIFIED ,
Time: 6958, Behaviour: 1, Fault: 4, n/a, 4 , DIAGNOSED ,
Time: 7811, Behaviour: 1, Fault: 6, 88.7928, 3 , CLASSIFIED ,
Time: 9814, Behaviour: 1, Fault: 6, 78.7667, 3 , CLASSIFIED ,
Time: 10548, Behaviour: 1, Fault: 4, 97.8367, 4 , CLASSIFIED ,
Time: 11246, Behaviour: 1, Fault: 4, 83.8135, 4 , CLASSIFIED ,
Time: 12118, Behaviour: 1, Fault: 6, 88.716, 3 , CLASSIFIED ,
Time: 12787, Behaviour: 1, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 13431, Behaviour: 1, Fault: 6, 96.306, 3 , CLASSIFIED ,
Time: 14390, Behaviour: 1, Fault: 4, 99.8335, 4 , CLASSIFIED ,
Time: 15369, Behaviour: 3, Fault: 1, 71.4286, FAILURE 3, n/a, 1 , DIAGNOSED ,
Time: 16307, Behaviour: 3, Fault: 4, 83.9731, 4 , CLASSIFIED ,
Time: 17981, Behaviour: 3, Fault: 1, n/a, 1 , DIAGNOSED ,
Time: 18869, Behaviour: 3, Fault: 1, 78.1497, 1 , CLASSIFIED ,
Time: 19471, Behaviour: 3, Fault: 3, 92.6237, 3 , CLASSIFIED ,
Time: 20074, Behaviour: 3, Fault: 2, 94.9119, 2 , CLASSIFIED ,
Time: 21342, Behaviour: 3, Fault: 6, 96.1075, 3 , CLASSIFIED ,
Time: 22004, Behaviour: 3, Fault: 4, 81.9597, 4 , CLASSIFIED ,
Time: 22947, Behaviour: 3, Fault: 4, 99.438, 4 , CLASSIFIED ,
Time: 23887, Behaviour: 3, Fault: 4, 90.7322, 4 , CLASSIFIED ,
Time: 24594, Behaviour: 3, Fault: 4, 82.5765, 4 , CLASSIFIED ,
Time: 25195, Behaviour: 1, Fault: 3, 96.5388, 3 , CLASSIFIED ,
Time: 25797, Behaviour: 1, Fault: 2, 94.908, 2 , CLASSIFIED ,
Time: 26857, Behaviour: 1, Fault: 1, 100, 1 , CLASSIFIED ,
Time: 27549, Behaviour: 1, Fault: 1, 99.7783, 1 , CLASSIFIED ,
Time: 28407, Behaviour: 1, Fault: 3, 68.313, 3 , CLASSIFIED ,
Time: 29009, Behaviour: 1, Fault: 2, 88.01, 2 , CLASSIFIED ,
Time: 29687, Behaviour: 1, Fault: 4, 99.6667, 4 , CLASSIFIED ,
Time: 30289, Behaviour: 2, Fault: 2, 93.0531, 2 , CLASSIFIED ,
Time: 31165, Behaviour: 2, Fault: 4, 97.9721, 4 , CLASSIFIED ,
Time: 31767, Behaviour: 2, Fault: 2, 98.9285, 2 , CLASSIFIED ,
Time: 32370, Behaviour: 2, Fault: 3, 90.6918, 3 , CLASSIFIED ,
Time: 33507, Behaviour: 2, Fault: 4, 89.4154, 4 , CLASSIFIED ,
Time: 34211, Behaviour: 2, Fault: 4, 94.8334, 4 , CLASSIFIED ,
Time: 35308, Behaviour: 3, Fault: 1, 99.5565, 1 , CLASSIFIED ,
